id,trip_id,sequence_number,start_bus_stop,end_bus_stop
3842,207,6,000000299,000000266
3843,207,7,000000266,000000224
3844,207,8,000000224,000000222
3845,207,9,000000222,000000217
3846,207,10,000000217,000000220
3847,207,11,000000220,000000658
3848,207,12,000000658,000000657
3849,207,13,000000657,000000190
3850,207,14,000000190,000000656
3851,208,1,000000294,000000201
3852,208,2,000000201,000000258
3853,208,3,000000258,000000251
3854,208,4,000000251,000000804
3855,208,5,000000804,000000628
3856,208,6,000000628,000000556
3857,208,7,000000556,000000539
3858,208,8,000000539,000000535
3859,208,9,000000535,000000720
3860,208,10,000000720,000000528
3861,208,11,000000528,000000717
3862,208,12,000000717,000001312
3863,208,13,000001312,000000530
3864,208,14,000000530,000000526
3865,208,15,000000526,000000524
3866,208,16,000000524,000000522
3867,208,17,000000522,000000520
3868,208,18,000000520,000000715
3869,208,19,000000715,000000632
3870,208,20,000000632,000000511
3871,208,21,000000511,000000513
3872,208,22,000000513,000000504
3873,208,23,000000504,000000508
3874,208,24,000000508,000000506
3875,208,25,000000506,000001232
3876,209,1,000000010,000000019
3877,209,2,000000019,000000047
3878,209,3,000000047,000000049
3879,209,4,000000049,000000051
3880,209,5,000000051,000000053
3881,209,6,000000053,000000055
3882,209,7,000000055,000000096
3883,209,8,000000096,000000098
3884,209,9,000000098,000000650
3885,209,10,000000650,000000100
3886,209,11,000000100,000000102
3887,209,12,000000102,000000104
3888,209,13,000000104,000000106
3889,209,14,000000106,000000108
3890,209,15,000000108,000000110
3891,209,16,000000110,000000118
3892,209,17,000000118,000000120
3893,209,18,000000120,000000122
3894,209,19,000000122,000000630
3895,209,20,000000630,000001231
3896,209,21,000001231,100000095
3897,209,22,100000095,100000097
3898,209,23,100000097,100000099
3899,209,24,100000099,100000101
3900,210,1,000000560,000000635
3901,210,2,000000635,000000005
3902,210,3,000000005,000000007
3903,210,4,000000007,000000008
3904,210,5,000000008,000000010
3905,210,6,000000010,000000019
3906,210,7,000000019,000000047
3907,210,8,000000047,000000049
3908,210,9,000000049,000000051
3909,210,10,000000051,000000053
3910,210,11,000000053,000000055
3911,210,12,000000055,000000057
3912,210,13,000000057,000000637
3913,211,1,000000021,000000023
3914,211,2,000000023,000000025
3915,211,3,000000025,000000073
3916,211,4,000000073,000000074
3917,211,5,000000074,000000076
3918,211,6,000000076,000000078
3919,211,7,000000078,000000080
3920,211,8,000000080,000000082
3921,211,9,000000082,000000084
3922,211,10,000000084,000000086
3923,211,11,000000086,000000088
3924,211,12,000000088,000001338
3925,212,1,000000021,000000023
3926,212,2,000000023,000000025
3927,212,3,000000025,000000026
3928,212,4,000000026,000000893
3929,212,5,000000893,000000028
3930,212,6,000000028,000000030
3931,212,7,000000030,000000891
3932,212,8,000000891,000000889
3933,212,9,000000889,000000033
3934,212,10,000000033,000000035
3935,212,11,000000035,000000661
3936,212,12,000000661,000000002
3937,213,1,000001261,100000126
3938,213,2,100000126,100000124
3939,213,3,100000124,100000122
3940,213,4,100000122,100000120
3941,213,5,100000120,100000118
3942,213,6,100000118,100000116
3943,213,7,100000116,000001441
3944,213,8,000001441,000000038
3945,213,9,000000038,000000633
3946,214,1,000000379,000001401
3947,214,2,000001401,000000381
3948,214,3,000000381,000000383
3949,214,4,000000383,000000385
3950,214,5,000000385,000000387
3951,214,6,000000387,000000389
3952,214,7,000000389,000000391
3953,214,8,000000391,000000393
3954,214,9,000000393,000000784
3955,214,10,000000784,000000395
3956,214,11,000000395,000000446
3957,214,12,000000446,000000448
3958,214,13,000000448,000001383
3959,214,14,000001383,000000451
3960,214,15,000000451,000001385
3961,214,16,000001385,000000453
3962,214,17,000000453,000000463
3963,214,18,000000463,000000454
3964,214,19,000000454,000001235
3965,215,1,000000379,000001401
3966,215,2,000001401,000000381
3967,215,3,000000381,000000383
3968,215,4,000000383,000000385
3969,215,5,000000385,000000387
3970,215,6,000000387,000000389
3971,215,7,000000389,000000391
3972,215,8,000000391,000000393
3973,215,9,000000393,000000466
3974,215,10,000000466,000000676
3975,215,11,000000676,000000674
3976,215,12,000000674,000000469
3977,215,13,000000469,000000877
3978,215,14,000000877,000000471
3979,215,15,000000471,000001425
3980,215,16,000001425,000001424
3981,215,17,000001424,000001479
3982,216,1,000000379,000001401
3983,216,2,000001401,000000381
3984,216,3,000000381,000000383
3985,216,4,000000383,000000385
3986,216,5,000000385,000000387
3987,216,6,000000387,000000389
3988,216,7,000000389,000000391
3989,216,8,000000391,000000393
3990,216,9,000000393,000000784
3991,216,10,000000784,000000395
3992,216,11,000000395,000000397
3993,216,12,000000397,000000611
3994,217,1,000000379,000001401
3995,217,2,000001401,000000381
3996,217,3,000000381,000000383
3997,217,4,000000383,000000385
3998,217,5,000000385,000000387
3999,217,6,000000387,000000389
4000,217,7,000000389,000000391
4001,217,8,000000391,000000393
4002,217,9,000000393,000000784
4003,217,10,000000784,000000395
4004,217,11,000000395,000000446
4005,217,12,000000446,000000448
4006,217,13,000000448,000001383
4007,217,14,000001383,000000451
4008,217,15,000000451,000001385
4009,217,16,000001385,000000453
4010,217,17,000000453,000000786
4011,217,18,000000786,000000456
4012,217,19,000000456,000000788
4013,217,20,000000788,000000713
4014,217,21,000000713,000000790
4015,217,22,000000790,000000792
4016,217,23,000000792,000000461
4017,217,24,000000461,000000711
4018,217,25,000000711,000001155
4019,218,1,100000133,000000308
4020,218,2,000000308,000000310
4021,218,3,000000310,000000403
4022,218,4,000000403,000000406
4023,218,5,000000406,000000408
4024,218,6,000000408,000000410
4025,218,7,000000410,000000411
4026,218,8,000000411,000001161
4027,218,9,000001161,000000381
4028,218,10,000000381,000000383
4029,218,11,000000383,000000385
4030,218,12,000000385,000000387
4031,218,13,000000387,000000709
4032,218,14,000000709,000000710
4033,218,15,000000710,000001252
4034,219,1,000000006,000000004
4035,219,2,000000004,000000634
4036,219,3,000000634,000000561
4037,219,4,000000561,000000725
4038,219,5,000000725,000000533
4039,219,6,000000533,000000531
4040,219,7,000000531,000000534
4041,219,8,000000534,000000538
4042,219,9,000000538,000000540
4043,219,10,000000540,000000548
4044,219,11,000000548,000000551
4045,219,12,000000551,000000552
4046,219,13,000000552,000001427
4047,219,14,000001427,000001233
